Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Gene Type	Input ID	
TM35_000681060	TM35_000681060-t36_1	T. theileri isolate Edinburgh	NBCO01000068:15,095..16,006(+)	hypothetical protein	protein coding	Tth.68.1060	
TM35_000681080	TM35_000681080-t36_1	T. theileri isolate Edinburgh	NBCO01000068:20,714..21,709(+)	hypothetical protein	protein coding	Tth.68.1080	
TM35_000681090	TM35_000681090-t36_1	T. theileri isolate Edinburgh	NBCO01000068:22,543..23,508(+)	hypothetical protein	protein coding	Tth.68.1090	
TM35_000681100	TM35_000681100-t36_1	T. theileri isolate Edinburgh	NBCO01000068:26,155..26,475(+)	hypothetical protein	protein coding	Tth.68.1100	
TM35_000681110	TM35_000681110-t36_1	T. theileri isolate Edinburgh	NBCO01000068:27,756..28,778(+)	hypothetical protein	protein coding	Tth.68.1110	
TM35_000681120	TM35_000681120-t36_1	T. theileri isolate Edinburgh	NBCO01000068:29,612..30,520(+)	hypothetical protein	protein coding	Tth.68.1120	
TM35_000681140	TM35_000681140-t36_1	T. theileri isolate Edinburgh	NBCO01000068:33,097..34,173(+)	hypothetical protein	protein coding	Tth.68.1140	
TM35_000681150	TM35_000681150-t36_1	T. theileri isolate Edinburgh	NBCO01000068:35,077..35,952(+)	hypothetical protein	protein coding	Tth.68.1150	
TM35_000681160	TM35_000681160-t36_1	T. theileri isolate Edinburgh	NBCO01000068:36,621..37,832(+)	hypothetical protein	protein coding	Tth.68.1160	
TM35_000681170	TM35_000681170-t36_1	T. theileri isolate Edinburgh	NBCO01000068:38,459..39,019(+)	hypothetical protein	protein coding	Tth.68.1170	
TM35_000681190	TM35_000681190-t36_1	T. theileri isolate Edinburgh	NBCO01000068:42,832..43,299(+)	hypothetical protein	protein coding	Tth.68.1190	
TM35_000681210	TM35_000681210-t36_1	T. theileri isolate Edinburgh	NBCO01000068:46,159..47,181(+)	hypothetical protein	protein coding	Tth.68.1210	
TM35_000681220	TM35_000681220-t36_1	T. theileri isolate Edinburgh	NBCO01000068:47,975..49,039(+)	hypothetical protein	protein coding	Tth.68.1220	
TM35_000691010	TM35_000691010-t36_1	T. theileri isolate Edinburgh	NBCO01000069:6,374..7,426(-)	hypothetical protein	protein coding	Tth.69.1010	
TM35_000691020	TM35_000691020-t36_1	T. theileri isolate Edinburgh	NBCO01000069:11,143..11,472(-)	hypothetical protein	protein coding	Tth.69.1020	
TM35_000691030	TM35_000691030-t36_1	T. theileri isolate Edinburgh	NBCO01000069:12,327..13,589(-)	hypothetical protein	protein coding	Tth.69.1030	
TM35_000691050	TM35_000691050-t36_1	T. theileri isolate Edinburgh	NBCO01000069:28,986..29,372(-)	hypothetical protein	protein coding	Tth.69.1050	
TM35_000691090	TM35_000691090-t36_1	T. theileri isolate Edinburgh	NBCO01000069:40,506..41,258(-)	hypothetical protein	protein coding	Tth.69.1090	
TM35_000691100	TM35_000691100-t36_1	T. theileri isolate Edinburgh	NBCO01000069:41,828..42,853(-)	hypothetical protein	protein coding	Tth.69.1100	
TM35_000691120	TM35_000691120-t36_1	T. theileri isolate Edinburgh	NBCO01000069:45,392..46,252(-)	hypothetical protein	protein coding	Tth.69.1120	
TM35_000691130	TM35_000691130-t36_1	T. theileri isolate Edinburgh	NBCO01000069:51,214..52,137(-)	hypothetical protein	protein coding	Tth.69.1130	
TM35_000721180	TM35_000721180-t36_1	T. theileri isolate Edinburgh	NBCO01000072:49,900..50,784(-)	hypothetical protein	protein coding	Tth.72.1180	
TM35_000721190	TM35_000721190-t36_1	T. theileri isolate Edinburgh	NBCO01000072:51,834..52,748(-)	hypothetical protein	protein coding	Tth.72.1190	
TM35_000731000	TM35_000731000-t36_1	T. theileri isolate Edinburgh	NBCO01000073:1,853..2,740(-)	hypothetical protein	protein coding	Tth.73.1000	
TM35_000731040	TM35_000731040-t36_1	T. theileri isolate Edinburgh	NBCO01000073:21,424..22,461(-)	hypothetical protein	protein coding	Tth.73.1040	
TM35_000731060	TM35_000731060-t36_1	T. theileri isolate Edinburgh	NBCO01000073:24,706..25,317(-)	hypothetical protein	protein coding	Tth.73.1060	
TM35_000731090	TM35_000731090-t36_1	T. theileri isolate Edinburgh	NBCO01000073:28,028..29,113(-)	hypothetical protein	protein coding	Tth.73.1090	
TM35_000731100	TM35_000731100-t36_1	T. theileri isolate Edinburgh	NBCO01000073:30,758..31,078(-)	hypothetical protein	protein coding	Tth.73.1100	
TM35_000731120	TM35_000731120-t36_1	T. theileri isolate Edinburgh	NBCO01000073:35,208..36,149(-)	hypothetical protein	protein coding	Tth.73.1120	
TM35_000731140	TM35_000731140-t36_1	T. theileri isolate Edinburgh	NBCO01000073:38,485..39,690(-)	hypothetical protein	protein coding	Tth.73.1140	
TM35_000731150	TM35_000731150-t36_1	T. theileri isolate Edinburgh	NBCO01000073:40,384..41,340(-)	hypothetical protein	protein coding	Tth.73.1150	
TM35_000731200	TM35_000731200-t36_1	T. theileri isolate Edinburgh	NBCO01000073:53,549..53,854(-)	hypothetical protein	protein coding	Tth.73.1200	
TM35_000741010	TM35_000741010-t36_1	T. theileri isolate Edinburgh	NBCO01000074:3,187..4,149(+)	putative titin-like	protein coding	Tth.74.1010	
TM35_000741030	TM35_000741030-t36_1	T. theileri isolate Edinburgh	NBCO01000074:9,286..10,248(+)	hypothetical protein	protein coding	Tth.74.1030	
TM35_000741050	TM35_000741050-t36_1	T. theileri isolate Edinburgh	NBCO01000074:13,202..14,065(+)	hypothetical protein	protein coding	Tth.74.1050	
TM35_000741070	TM35_000741070-t36_1	T. theileri isolate Edinburgh	NBCO01000074:16,819..17,727(+)	hypothetical protein	protein coding	Tth.74.1070	
TM35_000741080	TM35_000741080-t36_1	T. theileri isolate Edinburgh	NBCO01000074:18,373..19,152(+)	hypothetical protein	protein coding	Tth.74.1080	
TM35_000741110	TM35_000741110-t36_1	T. theileri isolate Edinburgh	NBCO01000074:28,109..28,888(+)	hypothetical protein	protein coding	Tth.74.1110	
TM35_000741130	TM35_000741130-t36_1	T. theileri isolate Edinburgh	NBCO01000074:33,822..34,715(+)	hypothetical protein	protein coding	Tth.74.1130	
TM35_000741170	TM35_000741170-t36_1	T. theileri isolate Edinburgh	NBCO01000074:43,282..44,244(+)	hypothetical protein	protein coding	Tth.74.1170	
TM35_000741180	TM35_000741180-t36_1	T. theileri isolate Edinburgh	NBCO01000074:44,904..46,208(+)	hypothetical protein	protein coding	Tth.74.1180	
TM35_000741200	TM35_000741200-t36_1	T. theileri isolate Edinburgh	NBCO01000074:48,372..49,319(+)	hypothetical protein	protein coding	Tth.74.1200	
TM35_000741210	TM35_000741210-t36_1	T. theileri isolate Edinburgh	NBCO01000074:50,003..50,983(+)	hypothetical protein	protein coding	Tth.74.1210	
TM35_000761000	TM35_000761000-t36_1	T. theileri isolate Edinburgh	NBCO01000076:802..1,224(+)	hypothetical protein	protein coding	Tth.76.1000	
TM35_000761020	TM35_000761020-t36_1	T. theileri isolate Edinburgh	NBCO01000076:4,491..5,495(+)	hypothetical protein	protein coding	Tth.76.1020	
TM35_000761040	TM35_000761040-t36_1	T. theileri isolate Edinburgh	NBCO01000076:17,453..18,412(+)	hypothetical protein	protein coding	Tth.76.1040	
TM35_000761060	TM35_000761060-t36_1	T. theileri isolate Edinburgh	NBCO01000076:20,682..21,710(+)	hypothetical protein	protein coding	Tth.76.1060	
TM35_000761070	TM35_000761070-t36_1	T. theileri isolate Edinburgh	NBCO01000076:22,529..23,443(+)	hypothetical protein	protein coding	Tth.76.1070	
TM35_000761080	TM35_000761080-t36_1	T. theileri isolate Edinburgh	NBCO01000076:24,256..25,341(+)	hypothetical protein	protein coding	Tth.76.1080	
TM35_000761090	TM35_000761090-t36_1	T. theileri isolate Edinburgh	NBCO01000076:27,838..28,530(+)	hypothetical protein	protein coding	Tth.76.1090	
TM35_000761100	TM35_000761100-t36_1	T. theileri isolate Edinburgh	NBCO01000076:31,648..32,589(+)	hypothetical protein	protein coding	Tth.76.1100	
TM35_000771000	TM35_000771000-t36_1	T. theileri isolate Edinburgh	NBCO01000077:1..983(-)	hypothetical protein	protein coding	Tth.77.1000	
TM35_000771010	TM35_000771010-t36_1	T. theileri isolate Edinburgh	NBCO01000077:1,868..2,893(-)	hypothetical protein	protein coding	Tth.77.1010	
TM35_000771040	TM35_000771040-t36_1	T. theileri isolate Edinburgh	NBCO01000077:7,859..8,695(-)	hypothetical protein	protein coding	Tth.77.1040	
TM35_000771050	TM35_000771050-t36_1	T. theileri isolate Edinburgh	NBCO01000077:9,482..10,312(-)	hypothetical protein	protein coding	Tth.77.1050	
TM35_000811000	TM35_000811000-t36_1	T. theileri isolate Edinburgh	NBCO01000081:2,356..2,646(+)	hypothetical protein	protein coding	Tth.81.1000	
TM35_000811010	TM35_000811010-t36_1	T. theileri isolate Edinburgh	NBCO01000081:7,194..8,243(+)	hypothetical protein	protein coding	Tth.81.1010	
TM35_000811020	TM35_000811020-t36_1	T. theileri isolate Edinburgh	NBCO01000081:9,086..10,036(+)	hypothetical protein	protein coding	Tth.81.1020	
TM35_000811030	TM35_000811030-t36_1	T. theileri isolate Edinburgh	NBCO01000081:10,639..11,553(+)	hypothetical protein	protein coding	Tth.81.1030	
TM35_000811050	TM35_000811050-t36_1	T. theileri isolate Edinburgh	NBCO01000081:22,478..23,302(+)	hypothetical protein	protein coding	Tth.81.1050	
TM35_000811080	TM35_000811080-t36_1	T. theileri isolate Edinburgh	NBCO01000081:32,597..33,706(+)	hypothetical protein	protein coding	Tth.81.1080	
TM35_000811090	TM35_000811090-t36_1	T. theileri isolate Edinburgh	NBCO01000081:35,087..35,668(+)	hypothetical protein	protein coding	Tth.81.1090	
TM35_000811110	TM35_000811110-t36_1	T. theileri isolate Edinburgh	NBCO01000081:41,567..42,079(+)	hypothetical protein	protein coding	Tth.81.1110	
TM35_000861000	TM35_000861000-t36_1	T. theileri isolate Edinburgh	NBCO01000086:3,448..3,909(-)	hypothetical protein	protein coding	Tth.86.1000	
TM35_000901000	TM35_000901000-t36_1	T. theileri isolate Edinburgh	NBCO01000090:5,291..6,178(-)	titin-like	protein coding	Tth.90.1000	
TM35_000901020	TM35_000901020-t36_1	T. theileri isolate Edinburgh	NBCO01000090:9,330..10,406(-)	hypothetical protein	protein coding	Tth.90.1020	
TM35_000901040	TM35_000901040-t36_1	T. theileri isolate Edinburgh	NBCO01000090:13,054..14,208(-)	hypothetical protein	protein coding	Tth.90.1040	
TM35_000901060	TM35_000901060-t36_1	T. theileri isolate Edinburgh	NBCO01000090:16,793..18,088(-)	hypothetical protein	protein coding	Tth.90.1060	
TM35_000901080	TM35_000901080-t36_1	T. theileri isolate Edinburgh	NBCO01000090:21,274..21,864(-)	hypothetical protein	protein coding	Tth.90.1080	
TM35_000901090	TM35_000901090-t36_1	T. theileri isolate Edinburgh	NBCO01000090:22,416..23,675(-)	hypothetical protein	protein coding	Tth.90.1090	
TM35_000901100	TM35_000901100-t36_1	T. theileri isolate Edinburgh	NBCO01000090:24,336..25,265(-)	hypothetical protein	protein coding	Tth.90.1100	
TM35_000921020	TM35_000921020-t36_1	T. theileri isolate Edinburgh	NBCO01000092:7,094..8,014(-)	hypothetical protein	protein coding	Tth.92.1020	
TM35_000921040	TM35_000921040-t36_1	T. theileri isolate Edinburgh	NBCO01000092:14,141..15,298(-)	hypothetical protein	protein coding	Tth.92.1040	
TM35_000921080	TM35_000921080-t36_1	T. theileri isolate Edinburgh	NBCO01000092:24,400..24,915(-)	hypothetical protein	protein coding	Tth.92.1080	
TM35_000921100	TM35_000921100-t36_1	T. theileri isolate Edinburgh	NBCO01000092:26,486..27,571(-)	hypothetical protein	protein coding	Tth.92.1100	
TM35_000921110	TM35_000921110-t36_1	T. theileri isolate Edinburgh	NBCO01000092:28,390..29,274(-)	hypothetical protein	protein coding	Tth.92.1110	
TM35_000951000	TM35_000951000-t36_1	T. theileri isolate Edinburgh	NBCO01000095:837..1,625(-)	hypothetical protein	protein coding	Tth.95.1000	
TM35_000951010	TM35_000951010-t36_1	T. theileri isolate Edinburgh	NBCO01000095:2,704..3,717(-)	hypothetical protein	protein coding	Tth.95.1010	
TM35_000951020	TM35_000951020-t36_1	T. theileri isolate Edinburgh	NBCO01000095:4,518..5,486(-)	hypothetical protein	protein coding	Tth.95.1020	
TM35_000951030	TM35_000951030-t36_1	T. theileri isolate Edinburgh	NBCO01000095:6,284..7,210(-)	hypothetical protein	protein coding	Tth.95.1030	
TM35_000951070	TM35_000951070-t36_1	T. theileri isolate Edinburgh	NBCO01000095:13,102..13,968(-)	hypothetical protein	protein coding	Tth.95.1070	
TM35_000951090	TM35_000951090-t36_1	T. theileri isolate Edinburgh	NBCO01000095:16,774..17,685(-)	hypothetical protein	protein coding	Tth.95.1090	
TM35_000951100	TM35_000951100-t36_1	T. theileri isolate Edinburgh	NBCO01000095:18,512..19,435(-)	hypothetical protein	protein coding	Tth.95.1100	
TM35_000951130	TM35_000951130-t36_1	T. theileri isolate Edinburgh	NBCO01000095:27,301..28,272(-)	hypothetical protein	protein coding	Tth.95.1130	
TM35_000951140	TM35_000951140-t36_1	T. theileri isolate Edinburgh	NBCO01000095:31,794..32,666(-)	hypothetical protein	protein coding	Tth.95.1140	
TM35_000961010	TM35_000961010-t36_1	T. theileri isolate Edinburgh	NBCO01000096:5,042..5,971(+)	hypothetical protein	protein coding	Tth.96.1010	
TM35_000961020	TM35_000961020-t36_1	T. theileri isolate Edinburgh	NBCO01000096:6,563..7,546(+)	hypothetical protein	protein coding	Tth.96.1020	
TM35_000961040	TM35_000961040-t36_1	T. theileri isolate Edinburgh	NBCO01000096:12,618..13,553(+)	hypothetical protein	protein coding	Tth.96.1040	
TM35_000961050	TM35_000961050-t36_1	T. theileri isolate Edinburgh	NBCO01000096:16,557..17,693(+)	hypothetical protein	protein coding	Tth.96.1050	
TM35_000961060	TM35_000961060-t36_1	T. theileri isolate Edinburgh	NBCO01000096:18,472..19,332(+)	hypothetical protein	protein coding	Tth.96.1060	
TM35_000961080	TM35_000961080-t36_1	T. theileri isolate Edinburgh	NBCO01000096:22,882..23,745(+)	hypothetical protein	protein coding	Tth.96.1080	
TM35_000961100	TM35_000961100-t36_1	T. theileri isolate Edinburgh	NBCO01000096:25,566..26,024(+)	hypothetical protein	protein coding	Tth.96.1100	
TM35_000961120	TM35_000961120-t36_1	T. theileri isolate Edinburgh	NBCO01000096:27,419..28,243(+)	hypothetical protein	protein coding	Tth.96.1120	
TM35_000981030	TM35_000981030-t36_1	T. theileri isolate Edinburgh	NBCO01000098:5,253..6,152(+)	hypothetical protein	protein coding	Tth.98.1030	
TM35_000981040	TM35_000981040-t36_1	T. theileri isolate Edinburgh	NBCO01000098:6,980..7,906(+)	hypothetical protein	protein coding	Tth.98.1040	
TM35_000981070	TM35_000981070-t36_1	T. theileri isolate Edinburgh	NBCO01000098:12,764..13,435(+)	hypothetical protein	protein coding	Tth.98.1070	
TM35_000981080	TM35_000981080-t36_1	T. theileri isolate Edinburgh	NBCO01000098:14,547..15,347(+)	hypothetical protein	protein coding	Tth.98.1080	
TM35_000981090	TM35_000981090-t36_1	T. theileri isolate Edinburgh	NBCO01000098:16,182..17,066(+)	hypothetical protein	protein coding	Tth.98.1090	
TM35_000981120	TM35_000981120-t36_1	T. theileri isolate Edinburgh	NBCO01000098:22,199..23,143(+)	hypothetical protein	protein coding	Tth.98.1120	
TM35_001001030	TM35_001001030-t36_1	T. theileri isolate Edinburgh	NBCO01000100:10,772..11,734(+)	hypothetical protein	protein coding	Tth.100.1030	
TM35_001001050	TM35_001001050-t36_1	T. theileri isolate Edinburgh	NBCO01000100:14,245..15,342(+)	hypothetical protein	protein coding	Tth.100.1050	
TM35_001001060	TM35_001001060-t36_1	T. theileri isolate Edinburgh	NBCO01000100:16,128..16,976(+)	hypothetical protein	protein coding	Tth.100.1060	
TM35_001001070	TM35_001001070-t36_1	T. theileri isolate Edinburgh	NBCO01000100:19,045..19,590(+)	hypothetical protein	protein coding	Tth.100.1070	
TM35_001001080	TM35_001001080-t36_1	T. theileri isolate Edinburgh	NBCO01000100:21,643..22,632(+)	hypothetical protein	protein coding	Tth.100.1080	
TM35_001001090	TM35_001001090-t36_1	T. theileri isolate Edinburgh	NBCO01000100:23,489..24,439(+)	hypothetical protein	protein coding	Tth.100.1090	
TM35_001021010	TM35_001021010-t36_1	T. theileri isolate Edinburgh	NBCO01000102:4,069..5,253(+)	hypothetical protein	protein coding	Tth.102.1010	
TM35_001021030	TM35_001021030-t36_1	T. theileri isolate Edinburgh	NBCO01000102:7,574..8,494(+)	hypothetical protein	protein coding	Tth.102.1030	
TM35_001021040	TM35_001021040-t36_1	T. theileri isolate Edinburgh	NBCO01000102:9,331..10,281(+)	hypothetical protein	protein coding	Tth.102.1040	
TM35_001021050	TM35_001021050-t36_1	T. theileri isolate Edinburgh	NBCO01000102:11,357..12,394(+)	hypothetical protein	protein coding	Tth.102.1050	
TM35_001021060	TM35_001021060-t36_1	T. theileri isolate Edinburgh	NBCO01000102:13,227..14,156(+)	hypothetical protein	protein coding	Tth.102.1060	
TM35_001021070	TM35_001021070-t36_1	T. theileri isolate Edinburgh	NBCO01000102:15,226..15,723(+)	hypothetical protein	protein coding	Tth.102.1070	
TM35_001021090	TM35_001021090-t36_1	T. theileri isolate Edinburgh	NBCO01000102:20,965..21,993(+)	hypothetical protein	protein coding	Tth.102.1090	
TM35_001031020	TM35_001031020-t36_1	T. theileri isolate Edinburgh	NBCO01000103:15,131..15,832(-)	hypothetical protein	protein coding	Tth.103.1020	
TM35_001031040	TM35_001031040-t36_1	T. theileri isolate Edinburgh	NBCO01000103:17,290..18,261(-)	hypothetical protein	protein coding	Tth.103.1040	
TM35_001031050	TM35_001031050-t36_1	T. theileri isolate Edinburgh	NBCO01000103:19,051..20,061(-)	hypothetical protein	protein coding	Tth.103.1050	
TM35_001031070	TM35_001031070-t36_1	T. theileri isolate Edinburgh	NBCO01000103:22,055..23,068(-)	hypothetical protein	protein coding	Tth.103.1070	
TM35_001031080	TM35_001031080-t36_1	T. theileri isolate Edinburgh	NBCO01000103:23,874..24,812(-)	hypothetical protein	protein coding	Tth.103.1080	
TM35_001041000	TM35_001041000-t36_1	T. theileri isolate Edinburgh	NBCO01000104:1..606(+)	hypothetical protein	protein coding	Tth.104.1000	
TM35_001041010	TM35_001041010-t36_1	T. theileri isolate Edinburgh	NBCO01000104:5,208..6,230(+)	hypothetical protein	protein coding	Tth.104.1010	
TM35_001041020	TM35_001041020-t36_1	T. theileri isolate Edinburgh	NBCO01000104:7,057..7,902(+)	hypothetical protein	protein coding	Tth.104.1020	
TM35_001041030	TM35_001041030-t36_1	T. theileri isolate Edinburgh	NBCO01000104:11,979..12,980(+)	hypothetical protein	protein coding	Tth.104.1030	
TM35_001041050	TM35_001041050-t36_1	T. theileri isolate Edinburgh	NBCO01000104:15,000..16,016(+)	hypothetical protein	protein coding	Tth.104.1050	
TM35_001041060	TM35_001041060-t36_1	T. theileri isolate Edinburgh	NBCO01000104:16,782..17,813(+)	hypothetical protein	protein coding	Tth.104.1060	
TM35_001041080	TM35_001041080-t36_1	T. theileri isolate Edinburgh	NBCO01000104:23,957..24,895(+)	hypothetical protein	protein coding	Tth.104.1080	
TM35_001051000	TM35_001051000-t36_1	T. theileri isolate Edinburgh	NBCO01000105:527..1,216(+)	hypothetical protein	protein coding	Tth.105.1000	
TM35_001051010	TM35_001051010-t36_1	T. theileri isolate Edinburgh	NBCO01000105:2,053..2,967(+)	hypothetical protein	protein coding	Tth.105.1010	
TM35_001051020	TM35_001051020-t36_1	T. theileri isolate Edinburgh	NBCO01000105:3,769..4,755(+)	hypothetical protein	protein coding	Tth.105.1020	
TM35_001051030	TM35_001051030-t36_1	T. theileri isolate Edinburgh	NBCO01000105:6,408..7,154(+)	hypothetical protein	protein coding	Tth.105.1030	
TM35_001051040	TM35_001051040-t36_1	T. theileri isolate Edinburgh	NBCO01000105:7,963..8,898(+)	hypothetical protein	protein coding	Tth.105.1040	
TM35_001051060	TM35_001051060-t36_1	T. theileri isolate Edinburgh	NBCO01000105:17,028..17,915(+)	hypothetical protein	protein coding	Tth.105.1060	
TM35_001051070	TM35_001051070-t36_1	T. theileri isolate Edinburgh	NBCO01000105:18,871..19,848(+)	hypothetical protein	protein coding	Tth.105.1070	
TM35_001051080	TM35_001051080-t36_1	T. theileri isolate Edinburgh	NBCO01000105:20,679..21,563(+)	hypothetical protein	protein coding	Tth.105.1080	
TM35_001051100	TM35_001051100-t36_1	T. theileri isolate Edinburgh	NBCO01000105:23,929..24,615(+)	hypothetical protein	protein coding	Tth.105.1100	
TM35_001061010	TM35_001061010-t36_1	T. theileri isolate Edinburgh	NBCO01000106:4,249..5,226(+)	hypothetical protein	protein coding	Tth.106.1010	
TM35_001061030	TM35_001061030-t36_1	T. theileri isolate Edinburgh	NBCO01000106:7,605..8,480(+)	hypothetical protein	protein coding	Tth.106.1030	
TM35_001061060	TM35_001061060-t36_1	T. theileri isolate Edinburgh	NBCO01000106:13,599..14,315(+)	hypothetical protein	protein coding	Tth.106.1060	
TM35_001081000	TM35_001081000-t36_1	T. theileri isolate Edinburgh	NBCO01000108:1,210..2,145(+)	putative titin	protein coding	Tth.108.1000	
TM35_001081010	TM35_001081010-t36_1	T. theileri isolate Edinburgh	NBCO01000108:2,993..3,931(+)	hypothetical protein	protein coding	Tth.108.1010	
TM35_001081060	TM35_001081060-t36_1	T. theileri isolate Edinburgh	NBCO01000108:12,413..13,513(+)	hypothetical protein	protein coding	Tth.108.1060	
TM35_001081070	TM35_001081070-t36_1	T. theileri isolate Edinburgh	NBCO01000108:14,418..15,263(+)	hypothetical protein	protein coding	Tth.108.1070	
TM35_001081080	TM35_001081080-t36_1	T. theileri isolate Edinburgh	NBCO01000108:16,312..17,385(+)	hypothetical protein	protein coding	Tth.108.1080	
TM35_001081090	TM35_001081090-t36_1	T. theileri isolate Edinburgh	NBCO01000108:18,203..18,553(+)	hypothetical protein	protein coding	Tth.108.1090	
TM35_001111000	TM35_001111000-t36_1	T. theileri isolate Edinburgh	NBCO01000111:995..2,113(+)	hypothetical protein	protein coding	Tth.111.1000	
TM35_001111030	TM35_001111030-t36_1	T. theileri isolate Edinburgh	NBCO01000111:6,445..6,837(+)	hypothetical protein	protein coding	Tth.111.1030	
TM35_001111060	TM35_001111060-t36_1	T. theileri isolate Edinburgh	NBCO01000111:12,048..12,365(+)	hypothetical protein	protein coding	Tth.111.1060	
TM35_001111080	TM35_001111080-t36_1	T. theileri isolate Edinburgh	NBCO01000111:16,867..17,847(+)	hypothetical protein	protein coding	Tth.111.1080	
TM35_001111090	TM35_001111090-t36_1	T. theileri isolate Edinburgh	NBCO01000111:18,890..19,744(+)	hypothetical protein	protein coding	Tth.111.1090	
TM35_001121060	TM35_001121060-t36_1	T. theileri isolate Edinburgh	NBCO01000112:12,953..13,918(-)	hypothetical protein	protein coding	Tth.112.1060	
TM35_001121080	TM35_001121080-t36_1	T. theileri isolate Edinburgh	NBCO01000112:20,136..20,615(-)	protein P102	protein coding	Tth.112.1080	
TM35_001121090	TM35_001121090-t36_1	T. theileri isolate Edinburgh	NBCO01000112:21,767..22,609(-)	hypothetical protein	protein coding	Tth.112.1090	
TM35_001141010	TM35_001141010-t36_1	T. theileri isolate Edinburgh	NBCO01000114:4,793..5,314(+)	hypothetical protein	protein coding	Tth.114.1010	
TM35_001141030	TM35_001141030-t36_1	T. theileri isolate Edinburgh	NBCO01000114:8,225..8,962(+)	hypothetical protein	protein coding	Tth.114.1030	
TM35_001141040	TM35_001141040-t36_1	T. theileri isolate Edinburgh	NBCO01000114:10,137..11,090(+)	hypothetical protein	protein coding	Tth.114.1040	
TM35_001141060	TM35_001141060-t36_1	T. theileri isolate Edinburgh	NBCO01000114:13,489..14,352(+)	hypothetical protein	protein coding	Tth.114.1060	
TM35_001141080	TM35_001141080-t36_1	T. theileri isolate Edinburgh	NBCO01000114:16,594..17,529(+)	hypothetical protein	protein coding	Tth.114.1080	
TM35_001141090	TM35_001141090-t36_1	T. theileri isolate Edinburgh	NBCO01000114:18,559..19,593(+)	hypothetical protein	protein coding	Tth.114.1090	
TM35_001141100	TM35_001141100-t36_1	T. theileri isolate Edinburgh	NBCO01000114:20,437..21,471(+)	hypothetical protein	protein coding	Tth.114.1100	
TM35_001151010	TM35_001151010-t36_1	T. theileri isolate Edinburgh	NBCO01000115:583..1,551(+)	hypothetical protein	protein coding	Tth.115.1010	
TM35_001151020	TM35_001151020-t36_1	T. theileri isolate Edinburgh	NBCO01000115:2,601..3,479(+)	hypothetical protein	protein coding	Tth.115.1020	
TM35_001151030	TM35_001151030-t36_1	T. theileri isolate Edinburgh	NBCO01000115:4,585..5,133(+)	hypothetical protein	protein coding	Tth.115.1030	
TM35_001151040	TM35_001151040-t36_1	T. theileri isolate Edinburgh	NBCO01000115:6,208..7,221(+)	hypothetical protein	protein coding	Tth.115.1040	
TM35_001151060	TM35_001151060-t36_1	T. theileri isolate Edinburgh	NBCO01000115:9,598..10,611(+)	hypothetical protein	protein coding	Tth.115.1060	
TM35_001151070	TM35_001151070-t36_1	T. theileri isolate Edinburgh	NBCO01000115:11,507..12,370(+)	hypothetical protein	protein coding	Tth.115.1070	
TM35_001151080	TM35_001151080-t36_1	T. theileri isolate Edinburgh	NBCO01000115:13,155..14,162(+)	hypothetical protein	protein coding	Tth.115.1080	
TM35_001151090	TM35_001151090-t36_1	T. theileri isolate Edinburgh	NBCO01000115:14,996..15,862(+)	hypothetical protein	protein coding	Tth.115.1090	
TM35_001161010	TM35_001161010-t36_1	T. theileri isolate Edinburgh	NBCO01000116:6,424..7,209(-)	hypothetical protein	protein coding	Tth.116.1010	
TM35_001161030	TM35_001161030-t36_1	T. theileri isolate Edinburgh	NBCO01000116:10,690..11,667(-)	hypothetical protein	protein coding	Tth.116.1030	
TM35_001161050	TM35_001161050-t36_1	T. theileri isolate Edinburgh	NBCO01000116:13,992..15,098(-)	hypothetical protein	protein coding	Tth.116.1050	
TM35_001221010	TM35_001221010-t36_1	T. theileri isolate Edinburgh	NBCO01000122:5,406..6,401(-)	hypothetical protein	protein coding	Tth.122.1010	
TM35_001221030	TM35_001221030-t36_1	T. theileri isolate Edinburgh	NBCO01000122:14,617..15,576(-)	hypothetical protein	protein coding	Tth.122.1030	
TM35_001221050	TM35_001221050-t36_1	T. theileri isolate Edinburgh	NBCO01000122:17,872..18,927(-)	hypothetical protein	protein coding	Tth.122.1050	
TM35_001231010	TM35_001231010-t36_1	T. theileri isolate Edinburgh	NBCO01000123:13,344..14,243(+)	hypothetical protein	protein coding	Tth.123.1010	
TM35_001271040	TM35_001271040-t36_1	T. theileri isolate Edinburgh	NBCO01000127:5,462..6,742(+)	hypothetical protein	protein coding	Tth.127.1040	
TM35_001271070	TM35_001271070-t36_1	T. theileri isolate Edinburgh	NBCO01000127:11,039..11,860(+)	hypothetical protein	protein coding	Tth.127.1070	
TM35_001271080	TM35_001271080-t36_1	T. theileri isolate Edinburgh	NBCO01000127:12,675..13,610(+)	hypothetical protein	protein coding	Tth.127.1080	
TM35_001271090	TM35_001271090-t36_1	T. theileri isolate Edinburgh	NBCO01000127:14,406..15,458(+)	hypothetical protein	protein coding	Tth.127.1090	
TM35_001311020	TM35_001311020-t36_1	T. theileri isolate Edinburgh	NBCO01000131:14,719..15,342(+)	hypothetical protein	protein coding	Tth.131.1020	
TM35_001331020	TM35_001331020-t36_1	T. theileri isolate Edinburgh	NBCO01000133:10,773..11,396(-)	hypothetical protein	protein coding	Tth.133.1020	
TM35_001381010	TM35_001381010-t36_1	T. theileri isolate Edinburgh	NBCO01000138:3,209..4,297(-)	hypothetical protein	protein coding	Tth.138.1010	
